## {'tot': 296047444.5, 'coords': 'spherical', 'metric': 'Euclidean', 'sep_units': 'deg', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD         npairs   
  7.4083e-04   8.1001e-04  -7.1421e+00   1.0486e+00   5.0262e-02   1.4000e+03   1.4000e+03
  1.6264e-03   1.8036e-03  -6.3397e+00   4.0824e-01   2.7624e-02   4.5200e+03   4.5200e+03
  3.5704e-03   3.9906e-03  -5.5443e+00   1.7610e-01   1.2519e-02   1.7608e+04   1.7608e+04
  7.8381e-03   8.7936e-03  -4.7537e+00   1.1044e-01   1.1861e-02   7.5971e+04   7.5971e+04
  1.7207e-02   1.9300e-02  -3.9677e+00   6.9000e-02   1.1072e-02   3.3070e+05   3.3070e+05
  3.7775e-02   4.2409e-02  -3.1806e+00   4.5179e-02   1.0302e-02   1.4589e+06   1.4589e+06
  8.2928e-02   9.3046e-02  -2.3951e+00   2.6913e-02   9.3320e-03   6.3453e+06   6.3453e+06
  1.8205e-01   2.0360e-01  -1.6130e+00   1.3967e-02   8.2895e-03   2.6547e+07   2.6547e+07
  3.9967e-01   4.3995e-01  -8.4389e-01  -6.0347e-04   3.7786e-03   9.4146e+07   9.4146e+07
  8.7739e-01   8.7455e-01  -1.5605e-01  -4.3142e-03   3.5877e-03   1.6001e+08   1.6001e+08
