Mhalo Mcent_50 Mcent_16 Mcent_84 Msat_50 Msat_16 Msat_84
182237400929.37936 454682352.82246715 423417756.89891684 476723167.9169833 21895810.64835296 18854197.05584779 25084562.814870413
201121896771.92972 581812458.5496609 540845765.6565174 611826952.2734824 31556144.539068934 27675700.520828415 35766668.50867996
221963313539.651 743540851.4666274 689606681.3872328 785237051.447936 44011321.58953057 39182945.143398695 49489264.48251021
244964438722.30542 948773588.2343316 878167466.0583075 1006200627.2449641 60053075.661408804 54039009.77573046 67101850.41238908
270349073824.8272 1208723402.8220654 1117369209.327889 1286066384.8373144 80702878.40806153 73059069.98994002 89697327.52461664
298364211961.3765 1537403047.8178115 1420967487.896089 1638701368.4128199 107270957.88424489 97248263.69599988 118677250.26970635
329282441104.3291 1950443877.5778868 1804076640.3534596 2080299792.2759438 141286210.60643744 127907766.99483243 155732248.99916178
363404596371.8379 2465032147.553683 2283010702.828283 2629657622.0432053 184527523.74885878 166720394.65476134 202903896.911222
401062687160.8269 3101062407.193574 2876651355.9856963 3308951871.458403 239168413.84665513 215816563.87852627 262739431.60096017
442623127606.45056 3881351585.6423025 3606658303.5278835 4144195692.2536488 307864299.31003654 277896817.95318586 338421751.37311363
488490301800.5129 4831568641.462174 4497194664.711394 5165166059.971444 393790768.18597794 356278701.57250184 433809234.4349116
539110498458.4578 5978810905.441877 5571791485.239361 6401405390.439693 500210146.8851813 454134645.7937848 552583980.8527054
594976253319.3917 7350891112.326909 6852222692.512069 7881408542.897918 630482139.2294648 574517317.9344293 698249532.5528151
656631141530.7329 8975262090.268475 8357139412.219902 9631872023.407194 788137987.7503221 720522155.9921998 874262710.1680409
724675066647.5728 10876606669.304295 10098530575.344112 11674388098.98097 976708218.6592485 895063858.8020008 1083721170.022636
799770097708.7864 13074773351.023932 12081370132.906078 14023915462.393406 1199620548.607713 1100837423.6463912 1329324101.2874544
882646911184.7999 15587526272.252295 14320534588.475332 16698829711.72455 1460666057.8847024 1341358357.730196 1614878379.233803
974111900477.3618 18422654535.98034 16830910709.387638 19710919844.0834 1763371980.782654 1620238397.7708528 1944331424.5374675
1075055022146.8385 21568293688.10678 19618549481.156387 23054722067.44953 2110264500.3412397 1940462552.753087 2320843501.4045544
1186458455211.1255 24981282770.63746 22674806117.891365 26697022950.33883 2502031226.5644135 2303762509.006155 2746050347.366899
1309406157771.2373 28601067014.754864 25980996122.367702 30589852665.34663 2938611856.950828 2711406782.2265496 3220991351.6368775
1445094413949.914 32414419427.383728 29534223583.56941 34730171221.555275 3424126007.884814 3167815713.9928493 3750357478.5338774
1594843473765.0574 36417963879.04823 33328551374.002422 39125899280.502846 3964003799.5212464 3678374170.660197 4339939272.881103
1760110399194.4172 40608420614.321846 37346868278.87957 43787511400.19481 4564163013.985528 4248722066.323246 4995821204.263023
1942503241423.8635 44984560974.07126 41556328072.50543 48730488291.011406 5230996644.79623 4884594103.45101 5724239408.174143
2143796687224.4133 49544357118.639046 45917884663.08266 53968144156.6852 5971909055.82756 5592361509.78969 6532356056.6496935
2365949326697.423 54279810593.0945 50404462143.20453 59498867235.06976 6796203691.362486 6379982124.225253 7429597045.052548
2611122710403.7485 59185707740.47591 54987127539.48555 65316529398.996475 7714826468.588989 7256262962.2539425 8426942854.306639
2881702381303.0225 64265404117.80615 59634932279.94459 71412583781.63275 8740658086.849417 8230734368.002097 9537088926.043524
3180321086144.382 69537507018.34673 64318198401.92321 77777418499.34007 9888926190.392952 9313634472.342813 10774797411.860088
3509884392156.0977 75012839905.12646 69007938578.18614 84398888409.94676 11175729029.700096 10517555439.359606 12156746980.081495
3873598958285.0884 80678078522.56192 73678919851.52136 91262855754.7724 12616812491.311003 11858927761.158382 13701537571.032602
4275003736066.093 86522209217.5981 78324156711.85463 98360721471.99046 14228704953.966196 13357550921.040966 15430502021.391191
4718004403705.73 92544145252.21704 82970977449.97823 105697322740.90378 16028380874.283154 15037447203.73792 17368216929.927883
5206911368426.139 98758849038.18697 87696165703.64554 113298836503.05571 18032972651.078335 16927621516.34805 19542824962.68915
5746481706831.461 105159645083.93625 92531572369.09547 121168911397.3557 20265025236.022316 19056398183.904392 21982782431.11348
6341965451378.545 111712427060.90231 97446800938.01445 129282987799.90533 22754151775.841194 21449805431.011147 24715639369.793545
6999156673319.684 118382796729.45018 102410542802.5368 137622155198.25443 25535084559.285522 24133940482.335033 27768745461.685898
7724449859156.386 125142963020.5315 107397600996.89517 146183581639.25732 28648770728.99128 27133555771.072025 31167591067.00194
8524902129147.636 131977489222.95236 112393185586.23766 154986101101.9331 32142990061.695667 30471919677.014526 34935919287.084114
9408301903261.13 138862290848.2762 117368591246.11029 164013724082.26498 36066901612.927475 34185465404.088383 39114475111.23221
10383244682687.867 145779871655.10614 122292937634.04585 173231028018.7399 40471852266.65912 38322922213.41983 43760630281.80058
11459216684277.137 152747412515.72345 127156198764.27708 182617199416.53113 45413248638.35388 42941468765.822945 48944645998.34267
12646687141655.834 159842696445.75534 131987164549.90175 192182477116.8015 50949779868.8738 48108725096.69371 54753727832.19096
13957210171125.424 167195826469.59335 136850871982.09567 201967756442.11746 57144112183.51551 53902411785.94792 61290526658.03781
15403537193493.195 174820787102.26544 141746665738.01688 211959915327.55988 64070820233.54689 60399492469.96154 68646729437.346695
16999741005705.25 182684688064.43152 146658157349.12982 222140311058.62064 71813060240.84247 67679951624.95771 76911589511.79242
18761352709501.957 190753677533.8448 151591584846.9891 232526395474.2909 80459899803.98187 75828320768.19397 86175393259.97125
20705512829413.39 198998784528.91968 156593245355.13727 243199724273.77884 90104878632.321 84931526646.62527 96524649009.89528
22851138090478.613 207392824407.14966 161727648582.12967 254265204298.18988 100853533049.17383 95084046800.40843 108052799502.17262
25219105478437.656 215890014282.76248 166982001519.4095 265681824405.0637 112847374154.68388 106406673439.66551 120899762057.70837
27832455373308.973 224450680404.66104 172327366865.89023 277362206107.76044 126256092839.47382 119036808606.14476 135232917574.30339
