Mhalo Mcent_50 Mcent_16 Mcent_84 Msat_50 Msat_16 Msat_84
1893172744852.7397 45532481258.09232 37471796610.78052 52838870852.97729 4151038943.011125 2723446410.4989023 5669325812.486267
2074808498783.3198 53670979452.71231 43905634038.05576 62699041273.321915 4958698683.920038 3276614222.6139283 6645068790.177752
2273870843708.1074 63167776578.13741 51319273159.9041 74427565484.76982 5882599268.3322115 3936252925.4154577 7781186863.354543
2492031730590.0024 74248098543.14401 59829980149.31338 88325724029.93741 6939549429.971339 4716213527.810528 9099823610.89313
2731123521571.7344 87171153633.58318 69555247805.63414 104728170973.19023 8148432222.5956135 5630160544.099843 10624496601.388834
2993154380227.905 102233758135.18736 80605633548.31163 124000685544.04019 9530283102.855034 6690538731.306697 12379411087.216784
3280325138396.4243 119767841903.23431 93083085473.67905 146538573290.77914 11108427479.757214 7908360419.661512 14389757736.019781
3595047781256.1567 140100662316.15134 107131547610.18784 172784977432.4412 12909385253.357052 9300685695.84524 16690293002.38723
3939965705909.5215 163551265531.09058 122921897482.3251 203216830591.44418 14962659114.76509 10888495707.087624 19323963986.636204
4317975923624.337 190424362418.55695 140628161015.2203 238321192979.9638 17300246377.67377 12693326171.101614 22339481408.751266
4732253392214.561 220982554457.8745 160419568251.1403 278570035442.1179 19956185905.565704 14736280077.576862 25791744720.646107
5186277682930.987 255412721431.76132 182441880378.3776 324400479638.77875 22966311747.335342 17037354390.950113 29742139013.33229
5683862205840.348 293879337898.5457 206701643664.57144 376438172766.0465 26375493720.762173 19625521511.795208 34258407156.172775
6229186239160.744 336489784624.11237 232996268298.7356 435539513324.6435 30239370584.831127 22540998182.228508 39414307677.14875
6826830031572.312 383172546685.50525 260877960069.43842 502668490009.8437 34621055533.46223 25830443174.337284 45288857414.412476
7481813272331.471 433577705289.32104 289541869095.76184 578897969711.6895 39591683493.652855 29547860625.826996 51964661446.55285
8199637252305.075 486957016336.4256 317693091846.66785 665414590441.2128 45230960975.088036 33755582778.62837 59525584343.98279
8986331070039.928 542611975822.53345 344169898402.47797 763666306567.0524 51627613787.42648 38517055335.04061 68071104207.09547
9848502270958.764 600267715947.3833 368486066262.2928 875500284731.4681 58879518864.57623 43889883338.930595 77728251882.4149
10793392345008.426 659607740277.8081 390295800616.3864 1003109744964.4492 67093236448.20125 49929173724.47192 88638350167.20694
11828937548891.365 720234490559.5504 409447492566.13794 1149094537252.689 76382865382.8176 56683655210.5069 100955661606.47087
12963835563735.623 781667582489.4298 426126293887.31604 1316539366628.4114 86867884441.66255 64189428219.36863 114846200498.12546
14207618548068.865 843332113531.5472 440651430953.9654 1508179919970.2544 98680243988.27766 72488976062.60825 130500904593.25148
15570733199678.385 904541213498.9708 452969495145.3375 1724699276464.732 111979604066.60022 81673214223.78006 148161897162.4224
17064628498807.828 964530134572.2604 463205740040.52686 1965176407716.0342 126940760182.18065 91853945365.28334 168109943317.11017
18701851869656.355 1022492975321.6027 471900845458.91425 2226477351445.3813 143749403788.98718 103162005481.64525 190666340426.97467
20496154567853.76 1077641267267.5876 480238051212.18713 2502154100388.271 162598084908.1275 115751674936.76627 216198226060.05856
22462607179075.67 1129252097096.4976 489799161677.383 2783257874778.553 183694689911.04196 129789233340.39417 245131498041.3724
24617726198885.676 1176638790994.7173 500884615617.83093 3065064707208.203 207309170837.24298 145395780629.6562 277984029668.9095
26979612756965.723 1219380700259.3203 513283526989.1413 3343547390111.253 233753839793.47217 162661138863.28284 315369734203.3394
29568104650898.91 1257592535479.2947 526541376490.6079 3613844519548.2373 263376163764.37482 181638201700.88885 358011786049.7828
32404942966454.902 1292274593370.1548 539843763321.67944 3870209214361.252 296560323482.99817 202319686910.92084 406764028851.54565
35513954683844.336 1325397493732.5579 552034716443.7534 4106476648975.003 333722020346.46466 224637363726.49847 462639167733.072
38921252803677.7 1357588178971.3994 562696331212.7408 4319596682267.6245 375266310492.3804 248648339173.58856 526856724201.32495
42655455673510.87 1388756642246.4119 572002732267.2572 4510204646714.983 421578631884.76483 274499965113.8219 600883216066.9519
46747927357130.65 1419060358464.0066 580484612311.552 4683394763420.23 473011222216.3689 302374791882.62 686480893326.1476
51233041065475.78 1449065616155.1401 589216716183.2188 4851236022684.333 529845918077.6595 332505417533.91296 785773927102.2684
56148467861781.336 1479874593354.4316 599958194335.301 5034694868601.3955 592273307522.364 365190607211.653 901280688665.7319
61535493065820.43 1511979153235.613 613682121397.0275 5244462454717.797 660803548179.9751 400749394435.69073 1035280127134.6343
67439363014767.01 1545048001794.4714 630257196270.4471 5476992576578.355 736377926627.8413 439528305085.1669 1189607917728.2812
73909665093164.03 1578558768587.5415 649162766740.2181 5724223421038.971 820214604629.6908 481958938415.6425 1365821611793.025
81000744223926.8 1611755406099.3076 669319691646.9858 5971850681931.272 913899383045.3572 528589944498.2704 1564949654061.1528
