Mhalo Mcent_50 Mcent_16 Mcent_84 Msat_50 Msat_16 Msat_84
2624918591806.04 75840154200.18681 71296132949.1322 81052401678.08835 4110196458.874358 3558076320.9169273 4730055019.38144
2909151469142.2373 80317902321.71451 75312945055.47408 85162765722.78139 5258146841.880791 4546737370.569334 6040632750.98656
3224161807086.5605 84684429588.88275 79192979508.81943 89335008557.45462 6691701001.564523 5772888416.516863 7677218793.751259
3573282267540.5977 88931771283.83534 83010710944.94177 93726044036.24792 8470766307.448662 7285588185.034188 9706954350.363184
3960206381533.2974 93017239754.0235 86728248079.0779 98325612826.60387 10665078066.43727 9144044430.485453 12203395214.905697
4389027625050.001 96921836125.37476 90317399876.91661 103111006331.80424 13355269780.255795 11417870159.015373 15248365781.871273
4864282726092.103 100674921757.99644 93779058829.45341 108052372355.66246 16633375968.78946 14188177485.566399 18930631791.208557
5390999661135.275 104355558078.86453 97144974715.04617 113113648133.00563 20603766497.86826 17548702806.632164 23347606209.92418
5974750848766.862 107966682379.39532 100398350550.49084 118257612649.60129 25387608993.314926 21607366246.568386 28624672915.88458
6621712103265.6 111491937086.56616 103513390961.54039 123449078446.84409 31120682530.21253 26486166730.45074 34909152991.04931
7338727971825.631 114946579214.239 106492818655.7089 128661405885.58847 37949956878.57204 32320102930.81769 42364778411.08145
8133384146661.306 118400317414.2626 109389642840.82523 133887938736.37067 46029083355.43034 39254815783.87619 51169431457.29253
9014087718079.713 121926993722.45241 112263763724.61975 139125140648.43793 55533984354.40038 47457308681.62671 61523829883.1498
9990156117560.232 125515463289.6705 115104692497.86244 144342507800.80957 66688493619.24413 57133033701.38345 73664996059.35968
11071915691817.496 129148556941.69164 117907221701.98169 149525781634.71597 79741356824.6328 68510646708.550446 87850209787.69432
12270810950715.346 132819579165.00003 120693035533.29207 154700429241.8567 94958427346.39499 81836066904.32767 104347331861.23755
13599525644823.49 136538587872.54488 123521842165.30954 159948696755.6121 112617188756.89748 97368775354.35701 123428083868.18143
15072116953560.492 140295303883.1553 126415140245.8622 165291065627.2617 133044973216.87096 115426257503.65038 145442727658.00772
16704164203570.877 144057964591.93674 129348724521.10582 170674608713.37524 156617763476.13016 136388148432.11298 170829497928.75473
18512933690707.902 147799599196.76138 132295862095.69966 176040293826.5716 183727240718.54193 160669136097.66605 200074950177.8145
20517561349359.86 151507096023.04065 135231109563.75725 181329580762.8887 214760691552.15927 188709602816.92096 233708392452.52652
22739255201677.88 155181498580.97504 138132254640.76657 186492550626.20248 250127687382.15155 220982295683.50583 272303653401.29703
25201519728520.996 158807526953.44397 140976252307.47208 191498491442.78802 290436111967.57166 258053994463.74826 316508100527.0882
27930404535860.598 162382860753.49817 143751719544.44183 196359673821.61475 336424329089.7443 300543338918.426 367009180705.22064
30954779947415.547 165943454887.8613 146473601798.4926 201166019254.02524 388938811862.61743 349086730838.3675 424498041952.1421
34306642439162.203 169587364791.24225 149200827170.06448 206131306465.14243 448944151686.10004 404308141187.7106 489627073250.17566
38021453147069.94 173392749222.03915 151983916324.02603 211460212388.0043 517466794042.65564 466982880091.3736 563171303915.6671
42138513029319.29 177329341485.22458 154809634251.61765 217207112025.7756 595522374709.0283 538215211803.15405 646198301118.4243
46701378652040.195 181340806394.4042 157662388180.38077 223431715344.65274 684117360435.4695 619307806661.575 739898045638.5702
